A¥O;MES;Delitos de mayor connotaci¢n social;Homicidios;Hurtos;Lesiones leves;Lesiones menos graves, graves o grav¡simas;Otros robos con fuerza;Robo con violencia o intimidaci¢n;Robo de objetos de o desde veh¡culo;Robo de veh¡culo motorizado;Robo en lugar habitado;Robo en lugar no habitado;Robo por sorpresa;Violaciones;Infracci¢n a ley de armas;Abandono de armas;Hallazgo de armas o explosivos;Otros ley de armas;Porte de armas;Tenencia ilegal de armas o explosivos;Incivilidades;Amenazas;Comercio ambulante o clandestino;Consumo alcohol v¡a p£blica;Da¤os;Des¢rdenes;Ebriedad;Otras incivilidades;Ri¤a p£blica;Ruidos molestos;Abigeato;Abusos sexuales y otros delitos sexuales;Violencia intrafamiliar;Violencia intrafamiliar a adulto mayor;Violencia intrafamiliar a hombre;Violencia intrafamiliar a mujer;Violencia intrafamiliar a ni¤o;Violencia intrafamiliar no clasificado;Receptaci¢n;Robo frustrado
2022;1;31.582;63;6.494;3.217;1.232;555;5.262;3.598;2.809;3.197;2.859;1.961;335;280;0;49;210;8;13;35.305;11.149;960;7.920;9.437;43;1.363;4.410;14;9;143;1.174;12.233;383;1.975;9.115;187;573;25;528
2022;2;28.973;62;6.001;2.890;1.089;498;4.899;3.343;2.487;2.984;2.585;1.855;280;230;0;45;172;5;8;31.240;9.555;1.089;6.826;8.289;73;1.198;4.193;16;1;128;1.036;9.984;327;1.521;7.488;206;442;21;512
2022;3;35.030;59;7.002;4.144;1.228;649;6.074;3.879;2.943;3.222;3.233;2.170;427;324;0;46;236;26;16;37.308;11.812;1.118;8.160;10.402;115;1.344;4.318;35;4;152;1.763;11.329;329;1.704;8.468;257;571;19;635
2022;4;34.117;34;6.733;3.810;1.117;610;5.755;3.915;2.948;3.422;3.345;2.027;401;304;0;40;218;28;18;34.242;10.382;1.157;7.915;9.843;119;1.434;3.371;18;3;165;1.757;9.823;319;1.519;7.238;268;479;18;720
2022;5;36.208;56;7.200;3.953;1.109;641;6.440;4.271;2.809;3.559;3.587;2.147;436;358;0;50;275;21;12;33.666;10.401;1.527;7.285;9.875;121;1.463;2.962;26;6;160;1.706;9.758;313;1.527;7.177;259;482;27;763
2022;6;34.138;48;6.727;3.192;1.022;525;6.311;4.114;2.666;3.603;3.571;2.001;358;1.333;0;35;1.259;16;23;31.129;9.369;1.232;6.857;9.407;95;1.409;2.743;12;5;204;1.384;9.125;303;1.499;6.663;214;446;23;704
2022;7;34.395;45;6.990;2.776;984;563;6.369;4.294;2.644;3.613;3.579;2.232;306;1.060;0;41;994;8;17;30.228;9.374;1.080;6.125;9.310;100;1.429;2.793;11;6;219;986;8.865;290;1.427;6.567;174;407;27;668
2022;8;37.483;51;7.745;3.987;1.165;616;6.504;4.571;2.667;3.594;3.804;2.391;388;346;0;47;271;17;11;34.538;11.242;1.241;7.427;10.000;110;1.446;3.049;20;3;240;1.582;9.791;283;1.550;7.189;275;494;24;736
2022;9;37.853;73;8.051;3.886;1.225;617;6.606;4.393;2.720;3.664;3.577;2.668;373;539;0;34;475;20;10;32.338;10.815;892;6.355;9.649;163;1.359;3.078;21;6;217;1.377;9.833;310;1.586;7.223;259;455;30;720
2022;10;38.263;61;7.621;4.172;1.280;638;6.556;4.589;2.861;3.632;3.907;2.544;402;428;0;58;337;21;12;33.877;11.272;939;7.114;9.838;153;1.401;3.131;27;2;211;1.548;10.178;329;1.586;7.465;286;512;33;776
2022;11;38.356;60;7.696;4.349;1.324;675;6.483;4.597;2.713;3.450;3.983;2.631;395;697;0;40;624;13;20;33.799;12.153;1.273;6.079;9.866;129;1.235;3.045;16;3;258;1.581;10.784;341;1.697;7.900;280;566;38;786
2022;12;38.944;48;8.238;4.216;1.390;638;6.769;4.846;2.757;3.458;3.513;2.673;398;301;0;33;250;8;10;34.006;11.798;1.374;6.283;10.259;98;1.203;2.966;22;3;286;1.190;11.562;355;1.911;8.427;226;643;30;731
2023;1;36.857;66;7.529;3.648;1.341;642;6.419;4.342;2.538;3.834;3.677;2.432;389;580;0;54;508;8;10;33.657;11.434;1.033;7.478;9.233;61;1.294;3.099;25;0;187;1.177;11.425;418;1.831;8.373;225;578;26;733
2023;2;34.048;52;7.032;3.381;1.169;577;6.288;3.943;2.302;3.277;3.297;2.362;368;332;0;35;279;9;9;29.941;10.381;803;6.248;8.540;36;1.057;2.798;23;55;189;1.041;10.010;351;1.640;7.287;187;545;19;625
2023;3;39.294;58;8.239;4.590;1.273;708;6.878;4.323;2.692;3.434;3.779;2.835;485;648;0;60;533;29;26;37.026;12.551;1.151;8.593;10.184;127;1.277;3.113;25;5;205;1.557;11.239;412;1.784;8.161;251;631;30;732
2023;4;34.924;44;7.254;4.206;1.140;586;5.813;3.902;2.421;3.301;3.446;2.444;367;592;0;55;488;27;22;32.908;11.384;1.035;7.101;9.205;102;1.349;2.699;31;2;192;1.393;9.549;288;1.551;6.905;270;535;34;606
2023;5;38.551;49;8.258;4.066;1.069;732;6.549;4.511;2.595;3.609;3.789;2.958;366;601;0;51;505;17;28;32.735;11.063;1.291;6.178;9.739;115;1.287;3.036;25;1;224;1.394;9.985;316;1.581;7.293;263;532;30;690
2023;6;35.348;51;7.360;3.469;1.074;720;6.032;4.209;2.446;3.577;3.686;2.423;301;576;0;46;488;20;22;30.998;9.958;1.366;5.762;9.371;109;1.376;3.023;27;6;235;1.223;9.363;285;1.560;6.810;245;463;19;678
